Region,Territory,"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code,Source,Account_Name,Opportunity_ID,Account_Owner,Account_Type,Opportunity_Type,Delivery_Terms,Opportunity_Created_Date,Product_Family,Product_Name,Delivery_Quarter,Delivery_Year,TRF,Total_Amount,USD_Total_Amount,Target
0.5253218884120172,0.30446194225721784,0,0,0.6569891381585626,0.555541220487679,0.16666666666666666,12369,0.27393617021276595,0.28982843137254904,0.5186306033667486,0.5517738678973175,735177,0.7454128440366973,0.627906976744186,0.640013966480447,2018,2,662287.5,777856.67,0
0.5736220472440945,0.336734693877551,1,1,0.5,0.49230769230769234,0.5294117647058824,12370,0.46484375,0.28982843137254904,0.2011070110701107,0.43945398502862176,735313,0.4830954169797145,0.09090909090909091,0.5182119205298014,2016,20,9803430.0,9803430.0,0
0.4080906148867314,0.5656996587030717,1,0,0.21530359355638165,0.555541220487679,0.5882352941176471,12371,0.3193548387096774,0.5209655172413793,0.5186306033667486,0.5536749725748316,735320,0.2894736842105263,0.5478260869565217,0.5337135189533714,2016,0,170931.6,170931.6,0
0.4080906148867314,0.5656996587030717,1,0,0.21530359355638165,0.555541220487679,0.5882352941176471,12371,0.3193548387096774,0.5209655172413793,0.5186306033667486,0.5536749725748316,735320,0.2894736842105263,0.5478260869565217,0.5337135189533714,2016,0,170931.6,170931.6,0
0.4080906148867314,0.5821239345772864,1,0,0.21530359355638165,0.4359447004608295,0.2692307692307692,12372,0.266304347826087,0.5209655172413793,0.2011070110701107,0.5536749725748316,735366,0.7391304347826086,0.5,0.5148662041625371,2016,3,1886852.0,1886852.0,1
0.4080906148867314,0.5821239345772864,1,0,0.21530359355638165,0.4359447004608295,0.2692307692307692,12372,0.266304347826087,0.5209655172413793,0.2011070110701107,0.5536749725748316,735366,0.30392156862745096,0.2692307692307692,0.5148662041625371,2016,6,4395304.0,4395304.0,1
0.5736220472440945,0.44029850746268656,1,0,0.21530359355638165,0.6290748898678414,0.0,12373,0.4888888888888889,0.5209655172413793,0.4271356783919598,0.7558528428093646,735372,0.4830954169797145,0.5831600831600832,0.5148662041625371,2016,0,164450.0,164450.0,0
0.4080906148867314,0.3232876712328767,1,0,0.21530359355638165,0.4359447004608295,0.2692307692307692,12374,0.266304347826087,0.5209655172413793,0.2011070110701107,0.5536749725748316,735401,0.30392156862745096,0.16,0.5148662041625371,2016,14,10138562.4,10138562.4,1
0.4080906148867314,0.3232876712328767,1,0,0.21530359355638165,0.4359447004608295,0.2692307692307692,12374,0.266304347826087,0.5209655172413793,0.2011070110701107,0.5536749725748316,735401,0.2894736842105263,0.1346153846153846,0.5148662041625371,2016,3,2476920.6,2476920.6,1
0.5736220472440945,0.336734693877551,1,1,0.6569891381585626,0.555541220487679,0.0,12375,0.14285714285714285,0.05454545454545454,0.2011070110701107,0.7558528428093646,735425,0.4830954169797145,0.03773584905660377,0.5148662041625371,2016,2,840840.0,840840.0,0
0.5736220472440945,0.336734693877551,0,0,0.33714285714285713,0.555541220487679,0.0,12376,0.14285714285714285,0.05454545454545454,0.2011070110701107,0.43945398502862176,735425,0.4830954169797145,0.18110236220472442,0.5148662041625371,2016,5,,,0
0.5253218884120172,0.6185840707964602,1,1,0.6569891381585626,0.5499573014517506,0.6108374384236454,12377,0.6384692849949648,0.7140880793175006,0.5186306033667486,0.5517738678973175,735450,0.3656387665198238,0.2222222222222222,0.5337135189533714,2017,1,263625.0,309627.56,1
0.4080906148867314,0.5656996587030717,1,0,0.21530359355638165,0.4359447004608295,0.8222222222222222,12378,0.5848563968668408,0.28982843137254904,0.2011070110701107,0.5536749725748316,735457,0.2894736842105263,0.3333333333333333,0.5148662041625371,2016,2,1536796.8,1536796.8,1
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.36551724137931035,0.640013966480447,2016,1,,,0
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.03773584905660377,0.5337135189533714,2016,2,,,0
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.03773584905660377,0.5337135189533714,2016,2,,,0
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.36551724137931035,0.5182119205298014,2016,1,,,0
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.36551724137931035,0.5148662041625371,2016,1,,,0
0.5736220472440945,0.336734693877551,1,0,0.21530359355638165,0.555541220487679,0.0,12379,0.8057259713701431,0.5209655172413793,0.7023914968999114,0.5536749725748316,735477,0.4830954169797145,0.5831600831600832,0.5148662041625371,2016,0,,,0
0.4080906148867314,0.5656996587030717,1,1,0.6569891381585626,0.4359447004608295,0.0,12380,0.5588536335721597,0.28982843137254904,0.2011070110701107,0.5536749725748316,735493,0.2894736842105263,0.03225806451612903,0.5148662041625371,2016,20,,,0
0.4080906148867314,0.5656996587030717,1,1,0.6569891381585626,0.4359447004608295,0.0,12380,0.5588536335721597,0.28982843137254904,0.2011070110701107,0.5536749725748316,735493,0.30392156862745096,0.16,0.5148662041625371,2016,20,,,0
0.4080906148867314,0.5656996587030717,0,0,0.33714285714285713,0.4359447004608295,0.0,12381,0.5588536335721597,0.28982843137254904,0.5186306033667486,0.5536749725748316,735506,0.21428571428571427,0.21428571428571427,0.5182119205298014,2016,0,,,0
0.5736220472440945,0.44029850746268656,1,1,0.6569891381585626,0.4359447004608295,1.0,12384,0.4888888888888889,0.5209655172413793,0.933579335793358,0.43945398502862176,735509,0.4830954169797145,0.5831600831600832,0.5148662041625371,2016,0,50050.0,50050.0,1
